latitude,longitude,current_rain_mm_hr,rain_48h_mm,soil_moisture_pct,forecast_severity,forecast_label,trigger_score,alert_level,alert_status
27.48359,91.45105,1.98,135.5,60.71,1,Light Rain,0.273,1,Watch
23.57334,96.57843,13.01,186.42,82.68,1,Light Rain,0.3639,1,Watch
28.20533,90.90002,1.1,195.97,39.57,2,Heavy Rain,0.3167,1,Watch
26.04035,89.17359,9.43,279.06,26.87,1,Light Rain,0.3094,1,Watch
28.36086,88.42276,7.97,238.52,84.57,3,Extreme Storm,0.5072,2,Warning
26.69132,91.17906,55.67,72.25,36.62,1,Light Rain,0.3157,1,Watch
29.32202,91.44762,41.76,213.45,55.02,3,Extreme Storm,0.4093,1,Watch
28.2638,90.57451,1.53,203.12,26.39,0,Clear,0.1958,0,Safe
24.24538,95.25163,89.01,26.29,75.47,3,Extreme Storm,0.4207,1,Watch
26.85434,90.46498,9.67,481.37,52.67,3,Extreme Storm,0.5319,2,Warning
22.00928,94.61692,0.77,18.45,31.0,0,Clear,0.1684,0,Safe
27.5663,89.64736,12.17,38.73,50.78,2,Heavy Rain,0.189,0,Safe
28.69908,92.19844,30.2,28.84,80.12,1,Light Rain,0.2703,1,Watch
29.43853,92.26239,0.77,141.82,22.53,1,Light Rain,0.2733,1,Watch
26.18745,93.68821,2.01,28.18,14.26,0,Clear,0.0527,0,Safe
25.95592,97.18805,9.16,369.32,88.18,0,Clear,0.4794,1,Watch
21.54014,90.13407,0.99,439.01,34.02,3,Extreme Storm,0.4954,1,Watch
23.11679,97.33346,13.87,55.62,31.51,1,Light Rain,0.1241,0,Safe
29.19979,92.50929,66.96,89.65,38.56,0,Clear,0.2309,0,Safe
25.27321,94.29952,2.05,38.21,70.56,1,Light Rain,0.214,0,Safe
26.5061,90.77984,41.11,84.49,16.84,3,Extreme Storm,0.3086,1,Watch
26.01763,94.23954,10.37,6.26,69.11,1,Light Rain,0.2544,1,Watch
26.15961,94.24178,1.92,534.35,70.45,0,Clear,0.5104,2,Warning
28.3085,93.99093,1.4,72.9,89.36,2,Heavy Rain,0.3357,1,Watch
27.52208,89.79351,0.52,85.52,69.17,3,Extreme Storm,0.362,1,Watch
22.20183,89.8407,1.33,141.3,68.04,3,Extreme Storm,0.2711,1,Watch
21.9947,92.60332,1.53,13.32,44.54,2,Heavy Rain,0.2015,0,Safe
25.36623,92.05922,14.85,51.53,66.97,0,Clear,0.2568,1,Watch
24.39722,92.38727,135.23,429.17,36.83,2,Heavy Rain,0.6335,2,Warning
25.96782,89.43375,1.72,191.41,65.1,2,Heavy Rain,0.3859,1,Watch
24.57997,95.40827,77.34,335.64,74.45,2,Heavy Rain,0.6061,2,Warning
25.02224,88.94508,9.7,83.11,33.72,1,Light Rain,0.2616,1,Watch
26.29954,90.56079,22.15,147.81,92.35,1,Light Rain,0.3788,1,Watch
27.56693,93.05137,13.21,11.21,94.67,0,Clear,0.2898,1,Watch
24.85303,91.21236,65.69,1.2,27.1,2,Heavy Rain,0.1859,0,Safe
27.99,93.15942,1.67,462.14,59.95,2,Heavy Rain,0.5304,2,Warning
25.18141,90.5911,6.85,559.36,55.55,0,Clear,0.5558,2,Warning
25.55051,95.74283,22.36,493.64,84.91,0,Clear,0.5576,2,Warning
25.55841,93.30132,65.35,97.07,64.29,3,Extreme Storm,0.4792,1,Watch
28.75153,96.49523,9.13,18.93,88.43,0,Clear,0.2857,1,Watch
26.5457,90.57549,2.12,9.14,78.67,2,Heavy Rain,0.2787,1,Watch
21.62675,92.34925,23.39,33.37,67.29,1,Light Rain,0.2519,1,Watch
23.13603,97.30523,11.99,84.84,65.67,2,Heavy Rain,0.184,0,Safe
23.82705,96.71825,0.39,229.35,78.69,0,Clear,0.3243,1,Watch
27.36674,92.17049,18.76,66.15,34.73,2,Heavy Rain,0.2729,1,Watch
25.1349,89.44519,14.9,22.28,52.11,2,Heavy Rain,0.2257,0,Safe
25.56009,91.67534,0.85,289.33,97.16,3,Extreme Storm,0.5553,2,Warning
22.50683,90.2228,3.85,105.92,23.89,1,Light Rain,0.1515,0,Safe
27.73956,93.83308,43.63,165.92,77.76,2,Heavy Rain,0.3873,1,Watch
25.84858,92.27739,10.39,138.64,63.52,1,Light Rain,0.3318,1,Watch
28.27945,88.75459,13.76,8.6,38.67,3,Extreme Storm,0.1762,0,Safe
26.63014,89.24055,0.58,5.06,19.35,1,Light Rain,0.0756,0,Safe
28.13546,93.33571,0.93,12.09,39.56,2,Heavy Rain,0.1898,0,Safe
25.02206,91.9336,2.42,80.69,96.83,0,Clear,0.2728,1,Watch
25.94708,90.51444,60.37,19.09,21.24,1,Light Rain,0.2626,1,Watch
25.28779,90.5934,58.67,10.61,60.42,0,Clear,0.3348,1,Watch
28.4098,93.72882,0.02,86.04,13.86,0,Clear,0.0597,0,Safe
26.79532,88.02847,4.26,56.0,60.73,1,Light Rain,0.1988,0,Safe
26.9652,89.38485,27.13,27.19,46.22,1,Light Rain,0.1947,0,Safe
23.55419,92.70517,1.78,112.48,86.83,1,Light Rain,0.3745,1,Watch
27.12823,92.96235,24.46,436.15,30.19,1,Light Rain,0.4598,1,Watch
23.00909,95.03806,33.98,140.28,57.33,0,Clear,0.3235,1,Watch
29.03668,90.92787,12.32,1.13,98.35,1,Light Rain,0.3531,1,Watch
21.95729,92.58712,49.34,392.04,46.62,3,Extreme Storm,0.5239,2,Warning
22.40908,90.3727,6.11,253.79,65.17,3,Extreme Storm,0.4624,1,Watch
27.3582,93.30044,0.38,108.15,27.25,1,Light Rain,0.1763,0,Safe
24.53955,92.24712,13.25,144.1,26.14,2,Heavy Rain,0.2674,1,Watch
27.76436,90.01051,0.97,137.49,77.83,2,Heavy Rain,0.4005,1,Watch
28.2964,91.85879,1.89,186.44,93.98,0,Clear,0.3563,1,Watch
23.89156,94.4975,24.58,21.52,37.6,2,Heavy Rain,0.1881,0,Safe
24.22447,90.67162,1.29,430.57,19.44,2,Heavy Rain,0.3624,1,Watch
27.37312,91.23662,0.65,110.97,62.85,1,Light Rain,0.3357,1,Watch
27.76604,96.10929,0.1,29.91,19.52,1,Light Rain,0.1006,0,Safe
25.76232,94.22171,44.43,444.63,81.14,1,Light Rain,0.5519,2,Warning
23.3107,93.2972,10.64,39.65,16.08,1,Light Rain,0.173,0,Safe
25.15508,92.22102,1.39,190.65,62.82,2,Heavy Rain,0.2847,1,Watch
29.14383,96.14321,98.67,103.12,65.04,2,Heavy Rain,0.4005,1,Watch
26.3733,89.61319,58.01,282.58,39.3,0,Clear,0.3707,1,Watch
24.91355,93.85826,21.46,6.83,47.72,1,Light Rain,0.1711,0,Safe
25.71426,93.15963,23.89,167.58,26.18,1,Light Rain,0.2628,1,Watch
22.21351,94.3428,7.78,135.88,56.19,1,Light Rain,0.2003,0,Safe
26.70572,92.12813,1.21,65.53,64.03,0,Clear,0.2188,0,Safe
23.38582,91.12029,1.27,237.36,68.68,0,Clear,0.3832,1,Watch
27.15509,93.79849,10.61,65.19,25.29,0,Clear,0.0851,0,Safe
27.13683,94.12231,14.55,11.73,47.01,1,Light Rain,0.1678,0,Safe
28.89956,94.10413,21.17,235.28,58.54,1,Light Rain,0.3397,1,Watch
26.29863,93.13098,0.72,118.93,39.81,2,Heavy Rain,0.2595,1,Watch
26.43351,92.65324,38.09,399.48,50.37,3,Extreme Storm,0.5127,2,Warning
29.36945,89.10539,1.16,58.45,28.92,3,Extreme Storm,0.1652,0,Safe
24.6193,93.50099,11.56,64.39,56.71,2,Heavy Rain,0.2646,1,Watch
23.12915,93.2109,50.91,52.09,15.63,2,Heavy Rain,0.2388,0,Safe
26.18655,94.77581,0.46,5.24,63.79,1,Light Rain,0.2031,0,Safe
25.74419,91.31265,38.51,39.56,54.43,1,Light Rain,0.2424,0,Safe
23.27541,93.59447,10.73,476.64,61.79,1,Light Rain,0.5502,2,Warning
23.56317,93.10105,5.63,14.56,28.74,0,Clear,0.1001,0,Safe
25.09512,93.17095,1.48,30.82,61.27,1,Light Rain,0.1627,0,Safe
23.93208,94.01142,32.83,119.03,62.48,0,Clear,0.1832,0,Safe
27.2244,90.68249,77.34,22.17,39.7,0,Clear,0.2638,1,Watch
27.3905,90.92768,14.46,276.67,14.39,2,Heavy Rain,0.3009,1,Watch
24.35236,91.89128,31.83,479.3,44.58,1,Light Rain,0.473,1,Watch
26.37566,89.79016,8.62,190.72,47.53,1,Light Rain,0.3587,1,Watch
25.52542,89.06389,9.05,109.59,94.23,2,Heavy Rain,0.455,1,Watch
21.72408,92.92474,4.28,6.71,44.6,0,Clear,0.1741,0,Safe
25.25824,93.85743,0.85,43.44,26.12,0,Clear,0.1047,0,Safe
26.97528,93.32814,3.11,14.16,15.86,0,Clear,0.0,0,Safe
26.03164,97.28291,1.73,6.07,53.23,2,Heavy Rain,0.2537,1,Watch
21.93164,94.81892,0.08,7.32,32.76,0,Clear,0.0501,0,Safe
26.69744,93.01348,2.8,61.34,65.19,3,Extreme Storm,0.2862,1,Watch
26.37557,91.24213,11.96,37.58,17.39,1,Light Rain,0.1578,0,Safe
25.63064,97.30057,11.96,121.81,89.44,1,Light Rain,0.4394,1,Watch
24.55033,91.53778,9.65,36.0,78.62,0,Clear,0.2983,1,Watch
26.87068,94.45526,33.73,54.52,93.92,1,Light Rain,0.3676,1,Watch
24.40948,90.8987,122.66,88.29,67.07,3,Extreme Storm,0.5605,2,Warning
25.65096,94.40803,51.32,63.07,71.41,1,Light Rain,0.2952,1,Watch
24.26039,91.10245,22.68,13.52,75.1,1,Light Rain,0.203,0,Safe
28.95847,90.56085,3.81,97.55,92.84,1,Light Rain,0.38,1,Watch
22.42536,94.56102,18.98,14.31,36.3,3,Extreme Storm,0.2448,0,Safe
22.24908,90.40441,0.71,285.83,15.1,1,Light Rain,0.2049,0,Safe
25.35436,93.33674,1.45,193.61,73.18,2,Heavy Rain,0.3792,1,Watch
26.78634,90.58319,79.18,119.94,49.16,1,Light Rain,0.3928,1,Watch
29.09713,91.83672,35.2,199.27,65.86,2,Heavy Rain,0.4591,1,Watch
25.71049,91.29518,1.53,434.72,87.15,3,Extreme Storm,0.6354,2,Warning
26.78577,91.82261,0.75,71.9,40.52,1,Light Rain,0.1693,0,Safe
26.87495,93.82486,1.34,220.1,90.68,3,Extreme Storm,0.4417,1,Watch
22.95643,93.95221,4.24,56.28,67.16,2,Heavy Rain,0.2838,1,Watch
24.3737,90.77655,17.38,212.38,20.67,3,Extreme Storm,0.3543,1,Watch
26.23409,95.67825,3.7,176.84,26.63,2,Heavy Rain,0.2935,1,Watch
23.61417,94.34426,0.48,13.16,21.43,2,Heavy Rain,0.193,0,Safe
26.15649,91.95807,3.5,117.43,78.8,2,Heavy Rain,0.3492,1,Watch
28.73356,95.83138,4.49,76.19,38.54,0,Clear,0.1102,0,Safe
26.13274,93.67901,39.62,56.1,95.85,1,Light Rain,0.4198,1,Watch
25.59967,90.33278,88.44,201.83,55.91,0,Clear,0.425,1,Watch
28.36064,97.16697,20.65,309.92,95.32,0,Clear,0.428,1,Watch
25.62533,96.52332,71.73,266.26,54.81,3,Extreme Storm,0.559,2,Warning
23.22944,94.35602,41.71,148.66,90.18,0,Clear,0.4505,1,Watch
27.801,94.25552,29.97,72.86,62.79,1,Light Rain,0.3041,1,Watch
23.64489,91.42064,0.81,28.71,56.86,1,Light Rain,0.2529,1,Watch
26.68928,94.66647,0.15,78.76,28.92,2,Heavy Rain,0.1723,0,Safe
26.50188,88.80585,4.28,329.25,96.75,2,Heavy Rain,0.5061,2,Warning
23.83524,93.7554,1.98,52.65,11.16,2,Heavy Rain,0.1671,0,Safe
29.05245,91.4977,0.19,59.98,45.82,2,Heavy Rain,0.2074,0,Safe
22.1508,91.71939,11.99,82.14,33.37,1,Light Rain,0.2397,0,Safe
28.53855,92.52966,14.32,214.44,23.77,3,Extreme Storm,0.3331,1,Watch
26.66342,93.19534,10.4,455.86,27.99,0,Clear,0.44,1,Watch
25.13189,89.3079,2.15,100.49,13.44,1,Light Rain,0.1628,0,Safe
23.81048,94.63756,1.53,514.29,90.21,2,Heavy Rain,0.6016,2,Warning
23.4713,91.13588,123.97,114.27,48.86,0,Clear,0.3253,1,Watch
28.10166,96.11476,12.19,196.62,24.83,2,Heavy Rain,0.3114,1,Watch
28.3605,92.95254,1.87,92.16,12.02,1,Light Rain,0.1505,0,Safe
25.74862,93.3917,18.44,5.77,20.24,0,Clear,0.0445,0,Safe
24.49393,96.21967,1.0,376.64,62.82,1,Light Rain,0.4751,1,Watch
24.9993,90.28395,50.94,127.45,24.5,2,Heavy Rain,0.3534,1,Watch
23.79733,93.45179,79.17,96.96,81.35,0,Clear,0.3717,1,Watch
23.73667,92.3808,9.71,61.81,22.51,1,Light Rain,0.0697,0,Safe
24.9613,93.71594,37.98,8.76,49.1,2,Heavy Rain,0.2974,1,Watch
23.64639,95.5751,108.39,7.68,35.16,2,Heavy Rain,0.3912,1,Watch
26.05759,89.34217,8.74,7.52,65.94,1,Light Rain,0.1884,0,Safe
24.86046,91.87273,65.96,24.06,10.94,1,Light Rain,0.2176,0,Safe
25.52633,91.44101,63.77,112.26,82.05,3,Extreme Storm,0.4995,1,Watch
26.14803,96.65311,11.74,27.02,11.16,0,Clear,0.0611,0,Safe
25.24425,89.47979,50.38,14.3,80.7,3,Extreme Storm,0.4185,1,Watch
28.33073,88.25599,80.05,59.22,50.13,1,Light Rain,0.3115,1,Watch
28.8325,96.20646,1.41,356.12,90.61,1,Light Rain,0.4556,1,Watch
24.77258,96.44713,9.77,11.76,59.54,0,Clear,0.1892,0,Safe
22.24128,96.01253,4.14,65.25,36.68,0,Clear,0.1528,0,Safe
23.76314,91.28552,22.02,111.46,52.73,2,Heavy Rain,0.2076,0,Safe
28.58099,93.71106,19.25,213.9,32.64,2,Heavy Rain,0.2757,1,Watch
27.95535,92.52047,51.8,112.19,16.35,0,Clear,0.1751,0,Safe
27.52527,92.03325,2.81,158.93,36.71,3,Extreme Storm,0.3234,1,Watch
24.33553,90.68202,68.12,92.51,22.64,2,Heavy Rain,0.2376,0,Safe
21.78598,94.16445,1.06,199.68,35.65,1,Light Rain,0.2446,0,Safe
25.38136,91.20601,2.3,326.68,72.31,1,Light Rain,0.5132,2,Warning
22.83729,89.56696,0.55,2.81,27.71,0,Clear,0.0747,0,Safe
25.95363,94.98281,13.45,93.37,98.71,2,Heavy Rain,0.4033,1,Watch
28.88029,92.54205,1.31,188.12,83.67,2,Heavy Rain,0.401,1,Watch
26.98699,90.13167,0.38,190.5,74.89,1,Light Rain,0.3875,1,Watch
23.35318,95.29603,11.75,163.86,18.51,2,Heavy Rain,0.2434,0,Safe
22.90604,89.20318,21.11,145.26,33.38,3,Extreme Storm,0.3067,1,Watch
25.5933,91.67687,28.78,222.76,56.86,2,Heavy Rain,0.4114,1,Watch
23.743,92.30368,15.68,30.01,87.62,2,Heavy Rain,0.3849,1,Watch
25.8554,96.27459,1.75,14.27,19.68,1,Light Rain,0.111,0,Safe
26.3965,92.8009,1.69,600.0,55.34,0,Clear,0.5435,2,Warning
26.35807,91.74463,14.01,141.89,29.9,3,Extreme Storm,0.3398,1,Watch
24.12344,90.67801,130.55,108.53,74.99,2,Heavy Rain,0.5232,2,Warning
28.94512,88.2673,1.23,24.86,65.49,2,Heavy Rain,0.1209,0,Safe
25.7049,91.40215,16.76,153.37,83.04,0,Clear,0.3557,1,Watch
25.9162,95.78714,0.04,27.17,28.27,2,Heavy Rain,0.173,0,Safe
26.01779,93.11911,13.41,11.95,43.91,2,Heavy Rain,0.1819,0,Safe
25.15214,95.0952,9.79,13.86,34.84,1,Light Rain,0.1352,0,Safe
27.20154,91.74503,0.49,340.67,81.86,2,Heavy Rain,0.5496,2,Warning
24.40444,93.36884,29.05,50.55,73.75,3,Extreme Storm,0.3847,1,Watch
24.91809,95.21144,2.07,86.25,53.12,0,Clear,0.2527,1,Watch
22.58127,96.40485,6.75,28.89,22.55,0,Clear,0.0976,0,Safe
25.57534,92.11203,20.56,46.05,26.19,3,Extreme Storm,0.2243,0,Safe
26.55731,90.64552,91.49,81.76,65.75,0,Clear,0.3997,1,Watch
28.22044,94.01999,50.31,37.99,98.81,3,Extreme Storm,0.4709,1,Watch
27.60168,92.15655,1.58,93.02,63.22,0,Clear,0.2402,0,Safe
28.60455,94.57051,23.65,37.14,29.14,2,Heavy Rain,0.1945,0,Safe
26.43561,91.22638,0.03,600.0,96.97,3,Extreme Storm,0.7196,2,Warning
22.6104,92.37044,101.75,30.42,99.65,2,Heavy Rain,0.4843,1,Watch
26.50905,94.65802,0.25,73.54,17.14,2,Heavy Rain,0.1798,0,Safe
25.41525,94.22226,4.23,40.34,44.77,0,Clear,0.1719,0,Safe
22.32964,93.93648,44.12,9.31,32.02,0,Clear,0.0547,0,Safe
26.02323,91.45575,150.0,277.33,41.97,3,Extreme Storm,0.6105,2,Warning
25.79375,88.28126,102.68,44.65,46.72,2,Heavy Rain,0.3208,1,Watch
26.86993,92.2314,0.05,593.81,45.1,0,Clear,0.4888,1,Watch
25.08145,90.19073,67.76,30.23,34.68,2,Heavy Rain,0.2623,1,Watch
29.02481,89.91965,27.36,59.08,51.61,1,Light Rain,0.2533,1,Watch
26.27855,94.07391,29.8,285.05,99.84,1,Light Rain,0.5301,2,Warning
28.84488,92.21658,28.08,90.88,19.0,0,Clear,0.2401,0,Safe
21.95299,91.97216,1.63,3.15,99.13,1,Light Rain,0.3009,1,Watch
22.68179,93.40125,64.17,206.5,27.3,1,Light Rain,0.3717,1,Watch
23.48593,89.32833,14.3,133.68,72.62,2,Heavy Rain,0.3043,1,Watch
23.6444,88.50293,51.35,237.13,41.91,2,Heavy Rain,0.4017,1,Watch
29.47105,90.87608,1.87,233.41,37.18,1,Light Rain,0.2417,0,Safe
25.0597,95.09294,1.99,136.28,10.41,0,Clear,0.1441,0,Safe
26.97111,92.70006,1.34,18.66,20.08,0,Clear,0.067,0,Safe
23.6656,93.04001,10.09,359.43,52.23,0,Clear,0.3733,1,Watch
26.21535,93.71738,9.29,28.95,59.95,3,Extreme Storm,0.3229,1,Watch
23.5839,92.23541,1.43,387.64,34.8,3,Extreme Storm,0.437,1,Watch
25.46736,89.07331,60.64,387.44,17.82,2,Heavy Rain,0.5239,2,Warning
23.70822,90.90455,13.58,46.42,74.53,0,Clear,0.2927,1,Watch
24.64374,93.16279,10.83,132.04,70.38,2,Heavy Rain,0.3233,1,Watch
25.81897,91.45808,14.55,317.7,48.19,0,Clear,0.4011,1,Watch
25.345,90.51552,18.14,600.0,67.1,1,Light Rain,0.6358,2,Warning
23.37346,92.12803,1.71,2.73,87.15,2,Heavy Rain,0.2734,1,Watch
27.60588,92.08328,1.33,240.28,92.95,0,Clear,0.4106,1,Watch
29.25066,96.33364,1.08,161.0,40.3,1,Light Rain,0.1797,0,Safe
25.91522,90.93017,66.42,199.39,57.58,1,Light Rain,0.3994,1,Watch
23.6207,93.62222,9.04,356.87,52.46,1,Light Rain,0.4342,1,Watch
25.93996,95.92945,1.83,382.68,12.46,1,Light Rain,0.3109,1,Watch
27.7847,97.49295,13.36,134.53,74.04,2,Heavy Rain,0.4068,1,Watch
26.11066,91.82869,2.35,12.89,29.15,1,Light Rain,0.1028,0,Safe
26.61338,89.95196,2.32,151.96,41.17,1,Light Rain,0.2463,0,Safe
27.97182,92.06812,1.36,456.5,24.32,3,Extreme Storm,0.4626,1,Watch
26.55555,93.86043,79.89,373.58,77.16,3,Extreme Storm,0.614,2,Warning
23.86424,91.85211,27.61,152.24,52.66,2,Heavy Rain,0.3615,1,Watch
26.75418,89.46924,0.59,293.81,44.51,1,Light Rain,0.3542,1,Watch
26.45456,91.49034,43.28,151.6,63.09,3,Extreme Storm,0.3536,1,Watch
25.15163,93.03912,59.65,34.26,34.3,2,Heavy Rain,0.1759,0,Safe
25.60125,93.5546,2.43,467.66,20.0,0,Clear,0.3477,1,Watch
23.79983,92.65064,26.44,475.96,65.82,0,Clear,0.5751,2,Warning
27.70084,91.72929,1.47,27.66,20.49,2,Heavy Rain,0.2475,0,Safe
25.85981,90.96188,72.5,344.12,58.08,2,Heavy Rain,0.4893,1,Watch
25.18871,89.63655,48.39,21.51,29.19,3,Extreme Storm,0.333,1,Watch
23.37668,91.99664,23.87,560.42,64.08,2,Heavy Rain,0.6867,2,Warning
21.65173,88.9976,3.83,28.24,82.62,2,Heavy Rain,0.2751,1,Watch
26.1054,96.88904,0.73,32.43,71.04,0,Clear,0.2758,1,Watch
24.01859,94.11343,1.51,92.01,55.98,1,Light Rain,0.2558,1,Watch
26.24439,88.91793,1.08,278.14,47.75,1,Light Rain,0.3308,1,Watch
26.01367,91.12356,150.0,392.26,40.75,0,Clear,0.5422,2,Warning
24.73918,97.30772,13.24,28.07,58.25,2,Heavy Rain,0.2572,1,Watch
27.2384,94.48408,41.4,27.03,75.22,0,Clear,0.2767,1,Watch
26.64345,96.89073,1.46,26.51,76.29,2,Heavy Rain,0.3671,1,Watch
28.06625,89.28042,0.05,20.62,32.46,2,Heavy Rain,0.1238,0,Safe
24.8169,88.84801,41.97,8.06,48.93,1,Light Rain,0.1955,0,Safe
25.37392,92.40561,1.76,58.29,82.29,1,Light Rain,0.2604,1,Watch
27.1919,96.60611,39.33,385.51,48.74,0,Clear,0.5506,2,Warning
25.2494,93.33141,3.64,373.93,41.84,0,Clear,0.3139,1,Watch
29.34516,93.33931,20.36,73.5,15.18,0,Clear,0.1732,0,Safe
25.63894,91.35771,90.4,155.67,18.3,0,Clear,0.2379,0,Safe
26.06183,90.75132,14.37,17.48,44.05,3,Extreme Storm,0.263,1,Watch
27.12174,97.48844,10.39,26.3,26.96,1,Light Rain,0.1395,0,Safe
29.45685,91.56398,0.87,77.6,72.14,0,Clear,0.2056,0,Safe
24.80065,95.0658,40.41,85.87,71.87,3,Extreme Storm,0.433,1,Watch
26.74409,95.02061,92.95,189.33,14.59,1,Light Rain,0.3189,1,Watch
27.50573,92.87302,34.02,148.72,91.11,0,Clear,0.319,1,Watch
25.67775,88.56855,2.53,230.16,10.63,2,Heavy Rain,0.2384,0,Safe
26.55175,91.15819,1.3,21.66,81.25,1,Light Rain,0.2164,0,Safe
23.67102,97.2244,6.19,17.49,68.27,1,Light Rain,0.2364,0,Safe
28.08193,95.80271,0.41,22.86,75.68,2,Heavy Rain,0.2603,1,Watch
27.76943,93.80654,8.91,86.56,39.18,0,Clear,0.2331,0,Safe
22.51714,90.97094,18.99,470.27,31.99,3,Extreme Storm,0.5124,2,Warning
24.58545,91.67789,43.14,9.57,34.59,1,Light Rain,0.2091,0,Safe
22.66863,89.95663,25.31,1.33,30.86,2,Heavy Rain,0.1404,0,Safe
26.08411,92.01019,2.05,105.36,54.57,3,Extreme Storm,0.293,1,Watch
28.82164,93.07332,58.61,21.95,57.77,1,Light Rain,0.2536,1,Watch
28.64665,91.58376,0.82,24.71,84.3,2,Heavy Rain,0.3426,1,Watch
26.0784,90.50875,0.05,304.01,94.44,3,Extreme Storm,0.5085,2,Warning
26.87623,91.93235,1.97,175.14,50.05,3,Extreme Storm,0.3191,1,Watch
25.86303,90.69731,102.55,334.7,73.22,2,Heavy Rain,0.6557,2,Warning
27.54473,92.85442,10.14,209.97,16.41,1,Light Rain,0.2027,0,Safe
26.49969,94.43562,6.3,240.2,96.04,1,Light Rain,0.5005,2,Warning
26.34763,89.93715,17.72,365.09,74.75,1,Light Rain,0.5715,2,Warning
28.10508,95.05239,40.74,90.64,58.84,2,Heavy Rain,0.3062,1,Watch
28.43391,92.72219,10.44,53.31,75.14,0,Clear,0.2746,1,Watch
21.5747,88.47943,0.1,20.76,27.64,3,Extreme Storm,0.1493,0,Safe
25.76324,92.96084,93.64,131.49,27.69,0,Clear,0.2987,1,Watch
28.36669,90.59825,11.91,47.24,17.27,0,Clear,0.1221,0,Safe
26.04288,93.37686,9.76,600.0,44.01,1,Light Rain,0.5652,2,Warning
27.09816,89.103,1.81,252.78,65.37,1,Light Rain,0.3749,1,Watch
26.43935,91.46047,57.2,53.11,74.8,1,Light Rain,0.395,1,Watch
25.98224,95.5273,3.58,161.41,90.33,1,Light Rain,0.4164,1,Watch
27.88667,91.68249,0.89,192.66,54.6,1,Light Rain,0.3018,1,Watch
26.00996,88.77215,19.79,469.48,84.44,1,Light Rain,0.565,2,Warning
24.48456,91.8078,1.46,78.91,21.19,1,Light Rain,0.1414,0,Safe
24.37117,93.88871,0.14,582.22,66.67,1,Light Rain,0.548,2,Warning
25.96406,90.31842,46.44,159.26,79.03,2,Heavy Rain,0.4793,1,Watch
29.01041,88.23616,16.35,166.56,67.58,1,Light Rain,0.3331,1,Watch
29.00235,95.1054,3.02,24.75,10.23,1,Light Rain,0.0362,0,Safe
24.36061,89.58384,0.54,457.68,44.78,1,Light Rain,0.5049,2,Warning
27.14897,91.22093,106.84,463.69,96.45,0,Clear,0.7278,2,Warning
29.39948,90.55704,91.6,236.25,66.29,0,Clear,0.446,1,Watch
26.53053,91.5348,63.28,6.32,85.78,2,Heavy Rain,0.4365,1,Watch
22.48423,92.93451,2.62,2.28,28.55,1,Light Rain,0.1609,0,Safe
26.63432,94.21906,72.56,15.53,46.43,0,Clear,0.1719,0,Safe
29.00599,91.07056,10.37,185.67,84.15,1,Light Rain,0.4291,1,Watch
28.85568,91.28926,8.57,80.66,70.35,1,Light Rain,0.2836,1,Watch
25.51756,95.44043,23.86,67.98,19.27,0,Clear,0.1721,0,Safe
29.17102,91.71525,5.02,32.72,68.36,1,Light Rain,0.2317,0,Safe
25.52867,92.07974,2.93,7.22,70.79,0,Clear,0.2018,0,Safe
26.63894,92.46589,10.6,4.19,78.39,1,Light Rain,0.2376,0,Safe
22.47891,91.99997,13.62,145.05,61.27,1,Light Rain,0.3456,1,Watch
27.95804,90.80815,1.42,196.38,35.42,2,Heavy Rain,0.2616,1,Watch
29.32215,89.90904,1.93,294.3,13.21,3,Extreme Storm,0.3735,1,Watch
29.2676,89.86533,21.29,66.76,69.49,0,Clear,0.2609,1,Watch
26.71061,88.07505,42.06,10.85,18.17,1,Light Rain,0.1863,0,Safe
21.9187,92.4165,30.22,21.05,96.61,1,Light Rain,0.2989,1,Watch
26.12476,91.42077,54.91,22.57,32.45,1,Light Rain,0.2379,0,Safe
28.50788,88.63364,9.46,389.98,30.85,2,Heavy Rain,0.4409,1,Watch
26.35632,92.18885,10.62,85.5,74.05,1,Light Rain,0.3673,1,Watch
23.61569,93.70274,49.07,309.32,10.27,2,Heavy Rain,0.4083,1,Watch
26.54385,90.1153,104.49,188.77,10.14,0,Clear,0.3018,1,Watch
28.60376,94.12282,3.58,60.34,33.41,0,Clear,0.1045,0,Safe
28.47,96.15893,22.11,73.18,87.92,2,Heavy Rain,0.4025,1,Watch
25.03103,97.17838,2.21,242.87,33.2,1,Light Rain,0.2603,1,Watch
22.98154,88.8223,10.83,70.96,36.21,1,Light Rain,0.1684,0,Safe
28.18899,90.20063,1.02,10.6,75.91,3,Extreme Storm,0.2642,1,Watch
25.02875,93.18686,32.46,172.11,62.6,2,Heavy Rain,0.3973,1,Watch
27.82571,97.29749,43.85,89.75,77.49,2,Heavy Rain,0.4021,1,Watch
24.86046,95.14498,2.74,357.26,96.81,0,Clear,0.4717,1,Watch
24.53542,95.03858,2.07,187.35,57.34,0,Clear,0.3395,1,Watch
28.67818,91.66221,23.75,42.46,21.39,1,Light Rain,0.1775,0,Safe
28.82327,92.01459,0.54,10.25,79.73,2,Heavy Rain,0.3441,1,Watch
26.98516,88.70034,7.1,23.15,89.16,1,Light Rain,0.2887,1,Watch
26.51775,94.62132,13.55,31.04,39.64,0,Clear,0.1131,0,Safe
23.87039,88.58068,1.88,17.5,89.3,2,Heavy Rain,0.265,1,Watch
26.9201,89.24532,0.75,0.53,76.72,2,Heavy Rain,0.2552,1,Watch
