latitude,longitude,slope_degrees,elevation_m,land_use_code,land_use_label,soil_code,soil_label,susceptibility_score,is_susceptible
25.45435,89.73839,38.62,927.5,0,Dense Forest,4,Shale,0.5262,0
27.2909,93.11679,31.85,1107.5,2,Degraded Forest,4,Shale,0.4825,0
24.60845,92.4102,27.82,668.6,1,Agriculture,3,Colluvial,0.43,0
25.04931,91.97591,18.39,1195.2,4,Barren,4,Shale,0.7214,1
24.59339,90.35947,19.03,797.6,0,Dense Forest,1,Laterite,0.2474,0
24.11105,89.48839,24.94,584.7,3,Urban,3,Colluvial,0.4469,0
24.45836,91.15027,20.52,774.9,0,Dense Forest,2,Alluvial,0.3091,0
25.84405,92.20256,29.46,969.5,1,Agriculture,2,Alluvial,0.4175,0
28.89321,91.95479,52.43,1448.2,0,Dense Forest,3,Colluvial,0.5221,0
25.89609,94.44705,30.49,1027.8,4,Barren,1,Laterite,0.463,0
26.37479,94.49347,40.48,987.8,0,Dense Forest,3,Colluvial,0.4236,0
26.3075,97.29571,26.78,1267.3,2,Degraded Forest,3,Colluvial,0.448,0
23.86195,92.41533,28.25,817.1,0,Dense Forest,3,Colluvial,0.3289,0
26.41163,94.56704,25.42,1062.7,3,Urban,3,Colluvial,0.5477,0
25.92868,97.04827,29.61,1135.4,1,Agriculture,1,Laterite,0.3011,0
27.05927,92.36593,40.56,1347.7,0,Dense Forest,2,Alluvial,0.3654,0
25.94594,90.83368,31.77,952.9,2,Degraded Forest,0,Granite/Gneiss,0.3336,0
26.02092,92.00105,39.49,661.7,0,Dense Forest,1,Laterite,0.3396,0
28.69767,92.28861,47.33,1514.5,1,Agriculture,2,Alluvial,0.4169,0
28.91341,90.66169,40.33,1612.8,0,Dense Forest,0,Granite/Gneiss,0.2197,0
27.78841,93.1824,48.96,1543.6,2,Degraded Forest,2,Alluvial,0.5507,1
28.00365,92.28559,42.88,1612.0,1,Agriculture,1,Laterite,0.3075,0
27.31489,96.34037,34.86,1656.7,0,Dense Forest,0,Granite/Gneiss,0.2905,0
22.79035,92.33095,21.0,183.7,2,Degraded Forest,2,Alluvial,0.3249,0
25.70572,92.09754,31.5,882.3,0,Dense Forest,1,Laterite,0.2921,0
25.62259,96.85893,32.07,898.6,2,Degraded Forest,0,Granite/Gneiss,0.2625,0
26.48781,88.97317,32.57,1184.2,2,Degraded Forest,1,Laterite,0.3755,0
26.69187,91.94761,37.45,1312.1,4,Barren,1,Laterite,0.4982,0
26.85291,91.91979,41.39,1390.4,0,Dense Forest,1,Laterite,0.3586,0
25.60052,89.49119,33.78,646.2,2,Degraded Forest,1,Laterite,0.3246,0
24.88996,93.85693,30.84,1101.7,1,Agriculture,2,Alluvial,0.3487,0
22.15037,91.93688,16.63,340.2,1,Agriculture,0,Granite/Gneiss,0.1395,0
25.71004,92.84909,23.7,1223.8,1,Agriculture,0,Granite/Gneiss,0.2361,0
25.47333,92.6785,20.87,516.2,0,Dense Forest,3,Colluvial,0.4498,0
22.14641,90.58056,11.76,411.8,1,Agriculture,1,Laterite,0.2029,0
26.80587,92.35053,31.55,1094.8,2,Degraded Forest,3,Colluvial,0.5172,0
24.45975,94.51053,39.47,675.8,1,Agriculture,1,Laterite,0.3329,0
28.99379,93.94827,53.11,2072.9,0,Dense Forest,4,Shale,0.5589,1
29.11531,90.70042,38.81,1945.0,0,Dense Forest,1,Laterite,0.2982,0
25.26174,88.95049,32.7,811.1,1,Agriculture,3,Colluvial,0.3957,0
21.81287,92.06587,15.63,329.6,1,Agriculture,1,Laterite,0.1948,0
26.15492,91.31829,34.34,1219.5,0,Dense Forest,2,Alluvial,0.3407,0
23.94921,92.2494,19.8,569.6,1,Agriculture,2,Alluvial,0.3734,0
25.87634,89.24019,49.35,1179.8,2,Degraded Forest,1,Laterite,0.457,0
25.24546,91.78774,43.96,867.1,0,Dense Forest,0,Granite/Gneiss,0.3899,0
24.17654,94.25883,22.7,779.6,3,Urban,4,Shale,0.5707,1
26.72517,92.97743,29.82,1350.5,4,Barren,4,Shale,0.6515,1
25.45994,90.80577,37.25,1091.7,0,Dense Forest,3,Colluvial,0.4952,0
24.58327,92.66256,16.88,1178.6,0,Dense Forest,4,Shale,0.403,0
26.11765,93.21839,39.08,1328.0,1,Agriculture,0,Granite/Gneiss,0.3127,0
24.01885,92.59811,25.45,866.7,0,Dense Forest,3,Colluvial,0.334,0
25.61911,95.48578,18.97,921.4,3,Urban,1,Laterite,0.3923,0
26.63137,94.61153,33.03,951.1,1,Agriculture,2,Alluvial,0.3703,0
24.62297,94.12204,21.47,765.1,0,Dense Forest,3,Colluvial,0.3576,0
28.82555,95.95104,43.77,1651.0,0,Dense Forest,0,Granite/Gneiss,0.2435,0
26.22306,92.3216,33.17,1282.6,0,Dense Forest,3,Colluvial,0.5047,0
26.61246,91.23005,23.39,1210.8,0,Dense Forest,2,Alluvial,0.2788,0
27.8481,91.42957,36.13,1793.6,1,Agriculture,2,Alluvial,0.4014,0
26.55937,92.68686,38.57,890.5,0,Dense Forest,4,Shale,0.4756,0
24.46304,91.75524,32.09,710.8,2,Degraded Forest,4,Shale,0.6013,1
28.12515,95.5802,36.94,1665.2,0,Dense Forest,0,Granite/Gneiss,0.1993,0
23.07035,89.50702,24.55,258.2,3,Urban,3,Colluvial,0.48,0
23.11624,90.7831,23.19,644.7,0,Dense Forest,2,Alluvial,0.2656,0
25.45173,92.37338,29.4,1163.6,0,Dense Forest,0,Granite/Gneiss,0.2535,0
24.93625,95.16039,31.6,786.9,0,Dense Forest,4,Shale,0.3821,0
25.35617,97.16578,22.06,1497.4,2,Degraded Forest,0,Granite/Gneiss,0.2426,0
26.79254,94.63991,34.85,1067.3,1,Agriculture,0,Granite/Gneiss,0.2456,0
21.78017,95.73404,3.22,50.0,0,Dense Forest,1,Laterite,0.0995,0
26.5869,97.49214,33.64,1149.7,0,Dense Forest,1,Laterite,0.2436,0
26.61071,94.29206,45.57,1288.0,4,Barren,0,Granite/Gneiss,0.4266,0
25.25492,90.60709,26.52,622.2,3,Urban,3,Colluvial,0.4795,0
23.88138,94.16611,34.53,759.7,1,Agriculture,2,Alluvial,0.413,0
28.48365,89.58169,38.76,2163.4,1,Agriculture,2,Alluvial,0.4211,0
25.14496,95.6627,19.99,641.5,1,Agriculture,0,Granite/Gneiss,0.1713,0
24.67071,90.27316,32.21,852.7,0,Dense Forest,2,Alluvial,0.3291,0
28.73003,96.76357,45.82,1918.3,3,Urban,1,Laterite,0.4691,0
28.48445,91.24142,59.74,1824.6,2,Degraded Forest,1,Laterite,0.5073,0
26.17686,88.68117,24.7,1584.0,1,Agriculture,1,Laterite,0.2481,0
28.67609,92.62847,44.76,1620.7,3,Urban,0,Granite/Gneiss,0.4006,0
26.44713,90.25995,36.69,1610.3,1,Agriculture,1,Laterite,0.3957,0
26.16963,94.12407,40.98,1138.6,0,Dense Forest,3,Colluvial,0.4609,0
25.97074,89.22299,36.0,1003.9,0,Dense Forest,0,Granite/Gneiss,0.1969,0
26.64285,94.47194,31.98,1633.0,1,Agriculture,1,Laterite,0.3099,0
23.04449,88.86992,12.22,374.0,0,Dense Forest,2,Alluvial,0.1068,0
26.72119,92.16783,37.35,1489.0,2,Degraded Forest,4,Shale,0.5407,0
21.95587,95.47641,19.7,104.0,0,Dense Forest,3,Colluvial,0.2535,0
23.65028,96.27798,28.11,329.0,0,Dense Forest,4,Shale,0.3887,0
25.71083,88.05929,28.48,793.2,3,Urban,3,Colluvial,0.4444,0
25.22357,94.38127,31.19,1078.9,4,Barren,2,Alluvial,0.5475,0
26.43194,89.74127,21.14,996.9,2,Degraded Forest,4,Shale,0.5284,0
27.46605,97.04863,29.14,1400.3,2,Degraded Forest,2,Alluvial,0.3696,0
26.46725,91.05743,41.11,1087.7,3,Urban,1,Laterite,0.4511,0
22.27634,91.93101,19.35,98.9,2,Degraded Forest,1,Laterite,0.2646,0
25.54516,92.38467,33.98,858.8,0,Dense Forest,2,Alluvial,0.4626,0
25.5115,90.60004,25.26,1044.0,1,Agriculture,3,Colluvial,0.4397,0
23.67573,93.12909,17.36,50.0,1,Agriculture,0,Granite/Gneiss,0.1763,0
26.05358,97.01811,28.69,1293.4,1,Agriculture,0,Granite/Gneiss,0.2215,0
28.23134,95.674,42.14,1355.6,0,Dense Forest,3,Colluvial,0.4328,0
28.24532,88.34242,45.78,1384.2,2,Degraded Forest,3,Colluvial,0.5423,0
26.63094,93.78879,32.25,965.7,0,Dense Forest,3,Colluvial,0.4182,0
25.91552,92.25567,18.28,1147.3,0,Dense Forest,4,Shale,0.5206,0
28.6543,93.02162,45.04,2002.5,0,Dense Forest,1,Laterite,0.3763,0
22.49688,92.33396,20.87,297.2,0,Dense Forest,1,Laterite,0.1161,0
26.20842,92.2641,36.49,1246.8,3,Urban,1,Laterite,0.4739,0
25.4113,90.53096,36.52,1087.8,2,Degraded Forest,4,Shale,0.5479,0
28.43466,90.78013,47.23,1808.5,3,Urban,0,Granite/Gneiss,0.5168,0
24.53812,88.80671,37.28,582.9,1,Agriculture,0,Granite/Gneiss,0.2653,0
26.73246,94.9208,34.85,1596.0,1,Agriculture,1,Laterite,0.297,0
25.73591,93.81246,27.43,986.3,2,Degraded Forest,1,Laterite,0.3585,0
27.01616,91.75329,44.01,1397.3,1,Agriculture,1,Laterite,0.4645,0
28.41436,92.58409,48.2,1625.7,1,Agriculture,3,Colluvial,0.4874,0
29.21545,96.4765,42.07,1746.9,1,Agriculture,3,Colluvial,0.4704,0
23.69679,91.29576,32.09,782.2,4,Barren,3,Colluvial,0.5395,0
27.98789,90.53691,39.93,1686.8,3,Urban,1,Laterite,0.4799,0
28.18772,92.12884,50.29,1167.5,0,Dense Forest,2,Alluvial,0.3987,0
21.80381,90.62336,29.97,252.2,0,Dense Forest,2,Alluvial,0.1825,0
22.86946,91.05888,41.26,827.7,2,Degraded Forest,2,Alluvial,0.4637,0
28.85407,91.91358,43.08,1791.8,0,Dense Forest,1,Laterite,0.363,0
28.74291,90.57557,53.48,1627.5,0,Dense Forest,3,Colluvial,0.4759,0
24.65677,93.04506,33.67,733.6,0,Dense Forest,2,Alluvial,0.3536,0
25.27239,91.74789,36.72,836.4,1,Agriculture,0,Granite/Gneiss,0.3395,0
28.69791,90.45013,45.39,1489.7,1,Agriculture,0,Granite/Gneiss,0.3415,0
22.50303,91.5605,26.37,288.7,1,Agriculture,0,Granite/Gneiss,0.1124,0
25.82684,90.14071,20.23,1035.7,4,Barren,0,Granite/Gneiss,0.342,0
28.42902,91.9341,40.75,1779.1,1,Agriculture,1,Laterite,0.3511,0
28.57844,90.84305,36.32,1588.2,0,Dense Forest,1,Laterite,0.3148,0
22.90393,90.98241,14.37,818.1,2,Degraded Forest,1,Laterite,0.2513,0
27.51016,91.21814,26.05,1264.9,0,Dense Forest,2,Alluvial,0.239,0
27.31387,96.18157,32.59,1437.6,4,Barren,4,Shale,0.6242,1
25.97002,94.07982,30.37,956.2,0,Dense Forest,1,Laterite,0.3018,0
26.68914,92.35342,35.93,1159.8,4,Barren,1,Laterite,0.4485,0
21.67384,89.27101,15.55,83.2,1,Agriculture,2,Alluvial,0.2809,0
25.91814,90.52992,39.99,1134.8,3,Urban,3,Colluvial,0.658,1
22.24974,92.02178,10.64,429.3,2,Degraded Forest,3,Colluvial,0.3888,0
26.81621,96.80014,19.39,1203.0,4,Barren,2,Alluvial,0.4912,0
29.39486,90.83959,48.86,1577.0,2,Degraded Forest,3,Colluvial,0.6264,1
26.43403,89.13524,33.13,1484.1,2,Degraded Forest,3,Colluvial,0.4273,0
24.06437,96.68357,24.08,481.6,2,Degraded Forest,4,Shale,0.524,0
23.42724,90.78457,16.52,484.3,3,Urban,2,Alluvial,0.3922,0
23.91028,88.80745,31.31,653.3,3,Urban,4,Shale,0.5459,0
22.19842,90.25852,14.27,236.7,0,Dense Forest,3,Colluvial,0.2042,0
21.66821,91.90959,8.56,50.0,0,Dense Forest,3,Colluvial,0.2171,0
26.06182,96.17204,45.5,1298.8,0,Dense Forest,3,Colluvial,0.5412,0
28.46998,88.99626,46.67,1104.6,1,Agriculture,4,Shale,0.5782,1
26.02191,96.98234,31.64,1313.4,3,Urban,4,Shale,0.5687,1
27.37127,96.18142,17.49,1652.3,0,Dense Forest,1,Laterite,0.2851,0
23.53678,96.5947,20.75,738.9,1,Agriculture,2,Alluvial,0.3143,0
25.07723,91.55328,28.24,844.0,2,Degraded Forest,4,Shale,0.6291,1
28.21543,94.82829,51.89,1636.9,3,Urban,1,Laterite,0.526,0
24.94007,94.99212,13.9,740.2,2,Degraded Forest,1,Laterite,0.268,0
27.06001,93.797,48.33,1364.7,0,Dense Forest,0,Granite/Gneiss,0.1829,0
23.97836,91.04769,27.79,783.5,4,Barren,2,Alluvial,0.5193,0
24.45988,91.49405,16.44,547.0,0,Dense Forest,3,Colluvial,0.3739,0
23.82963,91.0224,31.11,597.3,3,Urban,1,Laterite,0.4671,0
29.36493,94.10879,42.54,1774.2,0,Dense Forest,3,Colluvial,0.5383,0
28.3926,88.35163,27.55,1885.4,0,Dense Forest,4,Shale,0.481,0
25.18957,90.94521,25.28,741.9,3,Urban,1,Laterite,0.4437,0
27.59371,90.24863,39.89,1596.3,3,Urban,0,Granite/Gneiss,0.3966,0
26.94224,90.12871,35.9,1314.0,1,Agriculture,3,Colluvial,0.4333,0
25.67215,91.77564,35.79,1013.9,2,Degraded Forest,4,Shale,0.664,1
28.01937,95.53949,48.23,1698.1,1,Agriculture,1,Laterite,0.4771,0
25.05106,90.50526,19.53,822.2,0,Dense Forest,3,Colluvial,0.3506,0
21.68621,93.92811,15.53,162.6,2,Degraded Forest,2,Alluvial,0.2999,0
22.21898,92.92792,12.82,484.0,3,Urban,1,Laterite,0.2493,0
25.91448,93.83081,21.56,937.9,3,Urban,3,Colluvial,0.5299,0
26.94138,88.1229,34.99,1378.5,1,Agriculture,2,Alluvial,0.4333,0
25.55849,92.15786,33.67,1189.4,2,Degraded Forest,3,Colluvial,0.5458,0
22.8434,91.26565,23.96,495.7,1,Agriculture,1,Laterite,0.262,0
23.23235,93.45045,18.33,746.0,1,Agriculture,3,Colluvial,0.239,0
25.10605,93.62888,20.46,887.4,1,Agriculture,1,Laterite,0.2573,0
26.24672,92.65534,27.64,1302.3,4,Barren,1,Laterite,0.5322,0
26.4999,95.71397,18.73,1445.5,0,Dense Forest,1,Laterite,0.1718,0
29.46724,93.27008,35.36,1554.3,0,Dense Forest,1,Laterite,0.2256,0
27.7284,89.29184,29.54,1420.0,2,Degraded Forest,4,Shale,0.5599,1
24.80175,90.04315,34.14,918.7,0,Dense Forest,0,Granite/Gneiss,0.2275,0
26.55838,91.23653,40.72,1422.3,3,Urban,2,Alluvial,0.5637,1
26.4101,94.63304,50.45,1253.5,0,Dense Forest,3,Colluvial,0.4888,0
23.57232,92.07935,24.69,845.6,3,Urban,2,Alluvial,0.4701,0
27.64266,93.23333,34.16,1375.3,1,Agriculture,1,Laterite,0.3623,0
25.80197,90.49654,31.23,821.0,0,Dense Forest,3,Colluvial,0.4337,0
24.10655,91.33132,23.42,845.4,3,Urban,2,Alluvial,0.5001,0
24.88487,93.93367,22.64,839.0,2,Degraded Forest,1,Laterite,0.3145,0
24.63403,94.20218,29.31,637.6,0,Dense Forest,1,Laterite,0.2454,0
26.36505,91.3038,34.79,1536.3,0,Dense Forest,2,Alluvial,0.3925,0
28.43031,94.04736,40.33,1808.7,1,Agriculture,3,Colluvial,0.4397,0
25.60351,88.19569,28.03,1153.5,1,Agriculture,2,Alluvial,0.4034,0
25.56304,96.49561,35.29,1332.8,1,Agriculture,1,Laterite,0.3225,0
29.02987,90.21647,38.81,1716.8,1,Agriculture,2,Alluvial,0.4772,0
25.75029,94.50562,27.71,1339.0,1,Agriculture,1,Laterite,0.3128,0
29.08232,93.31373,47.23,1889.7,1,Agriculture,1,Laterite,0.4164,0
25.38853,90.73572,37.67,857.0,1,Agriculture,4,Shale,0.6202,1
25.24778,93.92937,36.42,941.9,0,Dense Forest,1,Laterite,0.303,0
29.05063,94.32082,41.24,1836.2,2,Degraded Forest,1,Laterite,0.3925,0
22.54613,93.04147,8.81,557.9,2,Degraded Forest,4,Shale,0.3928,0
27.55122,92.39418,35.38,1191.5,0,Dense Forest,0,Granite/Gneiss,0.257,0
26.54092,90.77676,34.49,884.5,0,Dense Forest,2,Alluvial,0.3794,0
27.78047,88.91739,29.64,1355.6,0,Dense Forest,3,Colluvial,0.3336,0
22.59747,91.06177,16.65,333.4,2,Degraded Forest,1,Laterite,0.256,0
24.49292,90.76168,35.88,916.3,2,Degraded Forest,3,Colluvial,0.5026,0
23.76249,92.82931,24.66,517.5,1,Agriculture,3,Colluvial,0.3895,0
26.51609,95.18157,29.49,1312.0,4,Barren,2,Alluvial,0.5452,0
26.33601,91.70848,33.37,1508.7,1,Agriculture,0,Granite/Gneiss,0.288,0
26.45393,89.23764,34.25,874.8,2,Degraded Forest,4,Shale,0.5439,0
26.93259,91.56222,32.39,1295.1,0,Dense Forest,3,Colluvial,0.3677,0
24.85603,90.07946,33.76,1339.0,0,Dense Forest,2,Alluvial,0.3962,0
27.01512,96.46924,21.05,1198.8,0,Dense Forest,4,Shale,0.3865,0
24.05366,92.0771,28.35,511.2,2,Degraded Forest,2,Alluvial,0.388,0
21.9837,88.92472,12.23,313.0,1,Agriculture,2,Alluvial,0.2476,0
29.14911,95.58494,52.05,1715.1,2,Degraded Forest,4,Shale,0.6543,1
27.56568,88.8931,27.55,1679.9,2,Degraded Forest,1,Laterite,0.3634,0
27.84706,95.45122,46.31,2023.1,0,Dense Forest,3,Colluvial,0.4372,0
26.47974,92.93096,27.36,1235.4,2,Degraded Forest,1,Laterite,0.3474,0
26.59001,91.77119,36.66,1792.8,0,Dense Forest,3,Colluvial,0.4663,0
28.88642,94.67529,38.98,1671.4,1,Agriculture,2,Alluvial,0.44,0
28.11026,88.74016,48.81,1553.8,2,Degraded Forest,1,Laterite,0.407,0
29.48145,93.65787,43.4,1703.9,2,Degraded Forest,0,Granite/Gneiss,0.3656,0
25.51489,92.24987,24.27,913.3,0,Dense Forest,2,Alluvial,0.3925,0
24.95698,93.5048,39.16,830.1,0,Dense Forest,3,Colluvial,0.4416,0
27.836,89.43573,36.52,1608.4,1,Agriculture,3,Colluvial,0.4488,0
25.8765,92.54169,35.59,835.5,0,Dense Forest,4,Shale,0.4913,0
23.86287,94.0716,31.37,528.1,4,Barren,1,Laterite,0.4105,0
22.79183,92.32319,12.81,292.2,1,Agriculture,3,Colluvial,0.3083,0
28.82562,93.52053,45.85,1927.0,4,Barren,0,Granite/Gneiss,0.4016,0
28.29071,94.14484,44.92,1651.2,4,Barren,1,Laterite,0.5078,0
21.87624,97.10062,4.03,208.0,1,Agriculture,0,Granite/Gneiss,0.0773,0
27.03421,92.36536,38.34,1361.8,0,Dense Forest,4,Shale,0.5234,0
25.69757,94.58289,27.91,695.5,3,Urban,2,Alluvial,0.3974,0
26.31211,97.24576,46.01,1504.2,0,Dense Forest,1,Laterite,0.3049,0
26.67942,93.22459,41.35,1080.4,1,Agriculture,2,Alluvial,0.429,0
24.86652,95.61241,31.14,1035.5,0,Dense Forest,2,Alluvial,0.328,0
24.81347,97.37609,11.09,800.5,1,Agriculture,3,Colluvial,0.2892,0
28.39048,90.3848,44.4,1528.1,0,Dense Forest,2,Alluvial,0.3806,0
23.31653,89.44557,15.72,717.5,0,Dense Forest,2,Alluvial,0.2296,0
26.68132,89.28006,41.42,1027.1,2,Degraded Forest,4,Shale,0.5408,0
27.48359,91.45105,36.16,1224.5,4,Barren,4,Shale,0.7321,1
23.57334,96.57843,18.62,598.0,0,Dense Forest,0,Granite/Gneiss,0.1012,0
28.20533,90.90002,36.65,1646.1,1,Agriculture,3,Colluvial,0.4495,0
26.04035,89.17359,29.06,1285.5,1,Agriculture,1,Laterite,0.3476,0
28.36086,88.42276,29.95,1787.0,0,Dense Forest,3,Colluvial,0.3882,0
26.69132,91.17906,24.74,1254.2,2,Degraded Forest,3,Colluvial,0.4671,0
29.32202,91.44762,41.65,1880.8,2,Degraded Forest,1,Laterite,0.4355,0
28.2638,90.57451,52.81,1592.8,0,Dense Forest,4,Shale,0.5575,1
24.24538,95.25163,31.01,1001.3,3,Urban,1,Laterite,0.3647,0
26.85434,90.46498,41.51,1108.3,2,Degraded Forest,3,Colluvial,0.5818,1
22.00928,94.61692,26.49,220.9,0,Dense Forest,3,Colluvial,0.2526,0
27.5663,89.64736,40.0,1618.8,2,Degraded Forest,0,Granite/Gneiss,0.3273,0
28.69908,92.19844,38.34,1941.8,1,Agriculture,1,Laterite,0.4304,0
29.43853,92.26239,41.48,1752.6,2,Degraded Forest,1,Laterite,0.4197,0
26.18745,93.68821,25.97,960.6,1,Agriculture,3,Colluvial,0.3466,0
25.95592,97.18805,38.2,854.3,0,Dense Forest,3,Colluvial,0.4385,0
21.54014,90.13407,7.66,50.0,3,Urban,1,Laterite,0.2248,0
23.11679,97.33346,37.79,514.6,2,Degraded Forest,0,Granite/Gneiss,0.2498,0
29.19979,92.50929,36.65,1738.0,2,Degraded Forest,2,Alluvial,0.4951,0
25.27321,94.29952,38.93,1088.8,0,Dense Forest,3,Colluvial,0.4673,0
26.5061,90.77984,43.6,1213.3,2,Degraded Forest,3,Colluvial,0.6291,1
26.01763,94.23954,36.94,1238.4,1,Agriculture,2,Alluvial,0.3641,0
26.15961,94.24178,45.44,1177.8,3,Urban,1,Laterite,0.4741,0
28.3085,93.99093,38.96,1294.9,2,Degraded Forest,2,Alluvial,0.4382,0
27.52208,89.79351,38.61,1225.0,1,Agriculture,0,Granite/Gneiss,0.2366,0
22.20183,89.8407,19.43,489.3,0,Dense Forest,0,Granite/Gneiss,0.1215,0
21.9947,92.60332,21.58,50.0,3,Urban,1,Laterite,0.3508,0
25.36623,92.05922,14.95,1140.3,2,Degraded Forest,3,Colluvial,0.4634,0
24.39722,92.38727,25.02,777.1,4,Barren,1,Laterite,0.4642,0
25.96782,89.43375,38.62,908.3,1,Agriculture,2,Alluvial,0.4127,0
24.57997,95.40827,23.57,942.9,2,Degraded Forest,3,Colluvial,0.468,0
25.02224,88.94508,43.89,797.0,2,Degraded Forest,3,Colluvial,0.5349,0
26.29954,90.56079,34.02,1210.2,2,Degraded Forest,2,Alluvial,0.4669,0
27.56693,93.05137,41.87,1423.1,2,Degraded Forest,1,Laterite,0.4477,0
24.85303,91.21236,39.98,313.6,0,Dense Forest,4,Shale,0.5367,0
27.99,93.15942,40.37,1695.0,1,Agriculture,0,Granite/Gneiss,0.2742,0
25.18141,90.5911,41.08,1081.8,1,Agriculture,1,Laterite,0.3699,0
25.55051,95.74283,34.85,912.6,1,Agriculture,4,Shale,0.4677,0
25.55841,93.30132,34.9,1141.6,1,Agriculture,3,Colluvial,0.497,0
28.75153,96.49523,35.08,1557.2,1,Agriculture,3,Colluvial,0.3993,0
26.5457,90.57549,42.77,1065.0,1,Agriculture,1,Laterite,0.3931,0
21.62675,92.34925,10.62,176.4,0,Dense Forest,0,Granite/Gneiss,0.0,0
23.13603,97.30523,19.64,328.9,2,Degraded Forest,1,Laterite,0.2165,0
23.82705,96.71825,33.8,597.8,0,Dense Forest,2,Alluvial,0.3259,0
27.36674,92.17049,34.07,1232.2,1,Agriculture,1,Laterite,0.3035,0
25.1349,89.44519,31.41,660.9,2,Degraded Forest,1,Laterite,0.3642,0
25.56009,91.67534,29.79,1055.1,0,Dense Forest,1,Laterite,0.3269,0
22.50683,90.2228,18.62,369.9,2,Degraded Forest,3,Colluvial,0.4411,0
27.73956,93.83308,37.2,1507.7,1,Agriculture,4,Shale,0.53,0
25.84858,92.27739,23.02,1020.3,3,Urban,3,Colluvial,0.5102,0
28.27945,88.75459,44.78,1484.7,1,Agriculture,3,Colluvial,0.5225,0
26.63014,89.24055,39.31,1038.0,0,Dense Forest,1,Laterite,0.2472,0
28.13546,93.33571,35.23,1368.9,1,Agriculture,0,Granite/Gneiss,0.2988,0
25.02206,91.9336,24.67,771.7,0,Dense Forest,1,Laterite,0.3235,0
25.94708,90.51444,38.98,1304.8,3,Urban,2,Alluvial,0.569,1
25.28779,90.5934,27.09,998.5,2,Degraded Forest,3,Colluvial,0.5457,0
28.4098,93.72882,41.65,1726.8,3,Urban,4,Shale,0.7001,1
26.79532,88.02847,27.8,1040.3,1,Agriculture,3,Colluvial,0.3969,0
26.9652,89.38485,34.99,1366.8,3,Urban,1,Laterite,0.4328,0
23.55419,92.70517,15.69,629.6,1,Agriculture,3,Colluvial,0.3481,0
27.12823,92.96235,31.27,1683.5,0,Dense Forest,2,Alluvial,0.3071,0
23.00909,95.03806,14.55,435.8,0,Dense Forest,1,Laterite,0.1115,0
29.03668,90.92787,50.17,1717.0,2,Degraded Forest,2,Alluvial,0.5232,0
21.95729,92.58712,6.08,50.0,3,Urban,2,Alluvial,0.2907,0
22.40908,90.3727,20.54,316.5,0,Dense Forest,3,Colluvial,0.2967,0
27.3582,93.30044,35.18,1379.1,3,Urban,1,Laterite,0.4074,0
24.53955,92.24712,37.57,1008.4,3,Urban,0,Granite/Gneiss,0.3684,0
27.76436,90.01051,44.73,1689.9,1,Agriculture,0,Granite/Gneiss,0.3784,0
28.2964,91.85879,30.57,1430.2,2,Degraded Forest,0,Granite/Gneiss,0.232,0
23.89156,94.4975,19.48,633.7,0,Dense Forest,4,Shale,0.3912,0
24.22447,90.67162,25.11,1202.5,3,Urban,4,Shale,0.5821,1
27.37312,91.23662,32.54,1128.3,2,Degraded Forest,4,Shale,0.5554,1
27.76604,96.10929,45.76,1472.5,1,Agriculture,1,Laterite,0.4042,0
25.76232,94.22171,32.34,1209.5,3,Urban,1,Laterite,0.4007,0
23.3107,93.2972,20.24,459.9,0,Dense Forest,4,Shale,0.304,0
25.15508,92.22102,36.55,858.0,3,Urban,4,Shale,0.7301,1
29.14383,96.14321,34.25,1725.9,0,Dense Forest,0,Granite/Gneiss,0.242,0
26.3733,89.61319,31.15,983.7,3,Urban,3,Colluvial,0.5338,0
24.91355,93.85826,29.78,834.2,2,Degraded Forest,1,Laterite,0.3869,0
25.71426,93.15963,29.67,1253.4,2,Degraded Forest,4,Shale,0.5931,1
22.21351,94.3428,3.0,50.0,1,Agriculture,0,Granite/Gneiss,0.048,0
26.70572,92.12813,37.23,1324.6,3,Urban,4,Shale,0.6444,1
23.38582,91.12029,26.09,740.1,1,Agriculture,0,Granite/Gneiss,0.1193,0
27.15509,93.79849,28.11,1368.3,0,Dense Forest,2,Alluvial,0.3137,0
27.13683,94.12231,18.67,1284.0,1,Agriculture,1,Laterite,0.1975,0
28.89956,94.10413,37.33,1899.8,3,Urban,2,Alluvial,0.5294,0
26.29863,93.13098,31.37,999.6,1,Agriculture,2,Alluvial,0.3758,0
26.43351,92.65324,32.62,1294.4,1,Agriculture,3,Colluvial,0.4027,0
29.36945,89.10539,28.77,1837.3,3,Urban,0,Granite/Gneiss,0.3388,0
24.6193,93.50099,28.32,814.4,3,Urban,3,Colluvial,0.5091,0
23.12915,93.2109,29.34,801.9,0,Dense Forest,0,Granite/Gneiss,0.2196,0
26.18655,94.77581,40.23,1385.7,1,Agriculture,1,Laterite,0.2729,0
25.74419,91.31265,40.69,1351.2,0,Dense Forest,3,Colluvial,0.4769,0
23.27541,93.59447,11.95,335.9,3,Urban,0,Granite/Gneiss,0.1632,0
23.56317,93.10105,29.77,359.9,3,Urban,4,Shale,0.5914,1
25.09512,93.17095,21.01,1002.3,3,Urban,3,Colluvial,0.5267,0
23.93208,94.01142,30.43,712.0,2,Degraded Forest,3,Colluvial,0.4893,0
27.2244,90.68249,30.57,992.7,1,Agriculture,1,Laterite,0.2518,0
27.3905,90.92768,39.91,1492.9,1,Agriculture,0,Granite/Gneiss,0.2573,0
